pin,slack
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_0_I_39:B,10455
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_0_I_39:C,10336
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_0_I_39:FCI,9930
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_0_I_39:FCO,9930
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_sdr_d2[2]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_sdr_d2[2]:CLK,5694
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_sdr_d2[2]:D,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_sdr_d2[2]:Q,5694
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_76_0_i:A,1839
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_76_0_i:B,562
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_76_0_i:C,4655
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_76_0_i:D,3567
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_76_0_i:Y,562
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HTRANS_d1[1]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HTRANS_d1[1]:CLK,4438
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HTRANS_d1[1]:D,4824
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HTRANS_d1[1]:Q,4438
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA_2_1[19]:A,9200
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA_2_1[19]:B,9087
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA_2_1[19]:C,7664
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA_2_1[19]:D,8831
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/HRDATA_2_1[19]:Y,7664
SA_obuf[0]/U0/U_IOPAD:D,
SA_obuf[0]/U0/U_IOPAD:E,
SA_obuf[0]/U0/U_IOPAD:PAD,
DQ_iobuf[13]/U0/U_IOINFF:A,
DQ_iobuf[13]/U0/U_IOINFF:Y,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/LINE[1]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/LINE[1]:CLK,10300
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/LINE[1]:D,12691
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/LINE[1]:EN,12417
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/LINE[1]:Q,10300
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/genblk1.ram/mem_mem_0_0/CFG_33:IPB,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/genblk1.ram/mem_mem_0_0/CFG_33:IPC,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_0_I_9:A,10476
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_0_I_9:B,10444
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_0_I_9:C,10395
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_0_I_9:D,10025
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_0_I_9:FCI,9930
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_0_I_9:FCO,9930
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_sdr[15]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_sdr[15]:CLK,10289
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_sdr[15]:D,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_sdr[15]:Q,10289
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_3/actable_shift_RNO[11]:A,11209
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_3/actable_shift_RNO[11]:B,11646
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_3/actable_shift_RNO[11]:C,8008
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_3/actable_shift_RNO[11]:D,9166
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_3/actable_shift_RNO[11]:Y,8008
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/B_SIZE_sdr[0]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/B_SIZE_sdr[0]:CLK,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/B_SIZE_sdr[0]:D,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/B_SIZE_sdr[0]:Q,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_91_0_i_1_0:A,4810
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_91_0_i_1_0:B,562
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_91_0_i_1_0:C,10496
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_91_0_i_1_0:D,5836
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_91_0_i_1_0:Y,562
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/wshift24_2_RNIHE001:A,9081
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/wshift24_2_RNIHE001:B,9078
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/wshift24_2_RNIHE001:C,7820
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/wshift24_2_RNIHE001:D,7716
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/wshift24_2_RNIHE001:Y,7716
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_1_0_I_39:B,10455
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_1_0_I_39:C,10336
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_1_0_I_39:FCI,9930
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/un2_rowaddr_1_0_I_39:FCO,9930
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_sdr[1]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_sdr[1]:CLK,11752
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_sdr[1]:D,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_sdr[1]:Q,11752
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/data_out_fifo_latch[22]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/data_out_fifo_latch[22]:CLK,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/data_out_fifo_latch[22]:D,12488
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/data_out_fifo_latch[22]:Q,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/PCABLE_7:A,11690
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/PCABLE_7:B,11654
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/PCABLE_7:Y,11654
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/wrPtr_s1[0]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/wrPtr_s1[0]:CLK,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/wrPtr_s1[0]:D,12737
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/wrPtr_s1[0]:Q,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr_read38:A,8152
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr_read38:B,6992
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr_read38:C,8044
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr_read38:D,7895
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr_read38:Y,6992
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/LINE[10]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/LINE[10]:CLK,10444
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/LINE[10]:D,12691
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/LINE[10]:EN,12328
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/LINE[10]:Q,10444
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch_en_RNICJGM1:A,8055
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch_en_RNICJGM1:B,9303
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch_en_RNICJGM1:C,6703
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch_en_RNICJGM1:D,6680
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch_en_RNICJGM1:Y,6680
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rvalid_ahb/genblk2.pulse_cdc_sync_i/sync_ff[0]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rvalid_ahb/genblk2.pulse_cdc_sync_i/sync_ff[0]:CLK,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rvalid_ahb/genblk2.pulse_cdc_sync_i/sync_ff[0]:D,12745
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rvalid_ahb/genblk2.pulse_cdc_sync_i/sync_ff[0]:Q,12753
SID_BRIDGE_0/GEN_BIDUF.3.BIBUF_X/U0/U_IOENFF:A,
SID_BRIDGE_0/GEN_BIDUF.3.BIBUF_X/U0/U_IOENFF:Y,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/ras_shift_4[0]:A,11490
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/ras_shift_4[0]:B,11654
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/ras_shift_4[0]:Y,11490
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/pchaddr[0]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/pchaddr[0]:CLK,9483
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/pchaddr[0]:D,7801
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/pchaddr[0]:EN,8948
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/pchaddr[0]:Q,9483
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/RW_ACK:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/RW_ACK:CLK,7983
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/RW_ACK:D,12614
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/RW_ACK:Q,7983
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_1/slave_arbiter/arbRegSMCurrentState[15]:ALn,10895
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_1/slave_arbiter/arbRegSMCurrentState[15]:CLK,6455
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_1/slave_arbiter/arbRegSMCurrentState[15]:D,6208
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_1/slave_arbiter/arbRegSMCurrentState[15]:Q,6455
SID_PLAYER_sb_0/CCC_0/CCC_INST/IP_INTERFACE_9:IPA,
SID_PLAYER_sb_0/CCC_0/CCC_INST/IP_INTERFACE_9:IPB,
SID_PLAYER_sb_0/CCC_0/CCC_INST/IP_INTERFACE_9:IPC,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/un1_HREADY_AHB214_528_i_1_1:A,9092
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/un1_HREADY_AHB214_528_i_1_1:B,10244
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/un1_HREADY_AHB214_528_i_1_1:C,9003
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/un1_HREADY_AHB214_528_i_1_1:Y,9003
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/genblk1.ram/mem_mem_0_0/CFG_16:B,12797
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/genblk1.ram/mem_mem_0_0/CFG_16:C,12859
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/genblk1.ram/mem_mem_0_0/CFG_16:IPB,12797
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/genblk1.ram/mem_mem_0_0/CFG_16:IPC,12859
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_10:B,7754
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_10:IPB,7754
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m4_0:A,5535
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m4_0:B,5346
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m4_0:C,5433
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m4_0:Y,5346
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/SA_6_1_0[8]:A,11744
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/SA_6_1_0[8]:B,11592
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/SA_6_1_0[8]:C,11395
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/SA_6_1_0[8]:D,9849
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/SA_6_1_0[8]:Y,9849
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr1_read_43_1:A,6873
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr1_read_43_1:B,6840
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr1_read_43_1:Y,6840
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr_read37_0:A,5694
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr_read37_0:B,5606
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr_read37_0:Y,5606
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/write_req:A,9507
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/write_req:B,9417
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/write_req:C,9358
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/write_req:Y,9358
SID_BRIDGE_0/reg.state_i_RNIT0OT3[13]:A,
SID_BRIDGE_0/reg.state_i_RNIT0OT3[13]:B,11529
SID_BRIDGE_0/reg.state_i_RNIT0OT3[13]:C,8606
SID_BRIDGE_0/reg.state_i_RNIT0OT3[13]:D,4673
SID_BRIDGE_0/reg.state_i_RNIT0OT3[13]:Y,4673
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr1_wr_38:A,9532
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr1_wr_38:B,9435
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr1_wr_38:C,8226
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr1_wr_38:D,8184
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_one_time_sdr1_wr_38:Y,8184
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_sdr[17]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_sdr[17]:CLK,10438
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_sdr[17]:D,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/raddr_sdr[17]:Q,10438
SID_BRIDGE_0/reg.state_RNIOCI2[6]:A,
SID_BRIDGE_0/reg.state_RNIOCI2[6]:B,11471
SID_BRIDGE_0/reg.state_RNIOCI2[6]:Y,11471
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_fifo_data_in_4[16]:A,10381
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_fifo_data_in_4[16]:B,7067
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_fifo_data_in_4[16]:C,6941
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_fifo_data_in_4[16]:D,7559
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_fifo_data_in_4[16]:Y,6941
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/slave_arbiter/arbRegSMCurrentState_RNIIBDR3[2]:A,8877
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/slave_arbiter/arbRegSMCurrentState_RNIIBDR3[2]:B,9153
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/slave_arbiter/arbRegSMCurrentState_RNIIBDR3[2]:C,2391
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/slave_arbiter/arbRegSMCurrentState_RNIIBDR3[2]:D,7026
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/slave_arbiter/arbRegSMCurrentState_RNIIBDR3[2]:Y,2391
SID_BRIDGE_0/reg.state_i_RNIT0OT3_0[13]:A,
SID_BRIDGE_0/reg.state_i_RNIT0OT3_0[13]:B,10331
SID_BRIDGE_0/reg.state_i_RNIT0OT3_0[13]:C,7453
SID_BRIDGE_0/reg.state_i_RNIT0OT3_0[13]:D,3572
SID_BRIDGE_0/reg.state_i_RNIT0OT3_0[13]:Y,3572
DQ_iobuf[8]/U0/U_IOINFF:A,
DQ_iobuf[8]/U0/U_IOINFF:Y,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/empty_RNI32TV7:A,1430
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/empty_RNI32TV7:B,11638
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/empty_RNI32TV7:Y,1430
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_data_out_fifo_latch[10]:A,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_data_out_fifo_latch[10]:B,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_data_out_fifo_latch[10]:C,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_data_out_fifo_latch[10]:D,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/un1_data_out_fifo_latch[10]:Y,
SID_BRIDGE_0/reg.state_RNO[5]:A,11631
SID_BRIDGE_0/reg.state_RNO[5]:B,
SID_BRIDGE_0/reg.state_RNO[5]:C,11591
SID_BRIDGE_0/reg.state_RNO[5]:D,11511
SID_BRIDGE_0/reg.state_RNO[5]:Y,11511
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/un1_SDATASELInt_1_0_a2:A,9024
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/un1_SDATASELInt_1_0_a2:B,8864
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/un1_SDATASELInt_1_0_a2:C,8891
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/un1_SDATASELInt_1_0_a2:D,8811
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/un1_SDATASELInt_1_0_a2:Y,8811
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m120_0:A,6711
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m120_0:B,5580
